StartNodes: 1000, growth:100000, Search: MCTS
Size 2001000:,2001000,0.162413,0.162449,0.161988,0.162479,0.161429,0.162145,0.161824,0.160852,0.162618,0.162213,0.160303,0.16101,0.16379,0.182162,0.16955,0.173877,0.167972,0.164769,0.178972,0.222853,0.171985,0.168306,0.162312,0.186046,0.194959,0.179655,0.187386,0.167004,0.168986,0.161448,0.160208,0.201658,0.161386,0.173595,0.161825,0.160909,0.166417,0.176567,0.161618,0.172118,0.179753,0.178928,0.179078,0.166796,0.162311,0.160006,0.162472,0.166316,0.187339,0.181203,0.1774,0.183704,0.18036,0.191008,0.167741,0.166498,0.165314,0.179015,0.181166,0.172823,0.162734,0.161077,0.162535,0.162522,0.160961,0.162675,0.184049,0.205936,0.173029,0.163389,0.162905,0.166771,0.161445,0.174604,0.161672,0.16247,0.168027,0.175797,0.182823,0.191356,0.163487,0.162896,0.196215,0.185735,0.177532,0.169946,0.163137,0.170027,0.182749,0.181264,0.176327,0.161702,0.161502,0.16071,0.16073,0.181495,0.18237,0.183605,0.177287,0.16078,
Size 2101000:,2101000,0.196593,0.220342,0.170373,0.196866,0.176652,0.16938,0.174843,0.172237,0.17092,0.186498,0.183254,0.175878,0.195662,0.18997,0.170577,0.171831,0.170009,0.170895,0.178125,0.186155,0.199904,0.193062,0.188594,0.174006,0.182194,0.172753,0.171756,0.189747,0.193847,0.198407,0.186644,0.180245,0.170953,0.172933,0.169489,0.19051,0.188342,0.182713,0.170616,0.170413,0.170531,0.169372,0.204937,0.170593,0.169058,0.17146,0.172525,0.171236,0.171275,0.171219,0.169941,0.171443,0.170084,0.169622,0.172078,0.170428,0.171413,0.171151,0.184433,0.170504,0.189496,0.171477,0.170256,0.170414,0.16977,0.170553,0.169697,0.170417,0.171149,0.170638,0.171532,0.170577,0.171482,0.170505,0.170889,0.170736,0.171948,0.17166,0.170471,0.16989,0.17185,0.171321,0.170679,0.17127,0.171458,0.17225,0.172144,0.17072,0.170619,0.178341,0.170524,0.178487,0.172351,0.170375,0.16969,0.176468,0.170667,0.170056,0.171339,0.170293,
Size 2201000:,2201000,0.199286,0.192199,0.181643,0.176763,0.199138,0.201277,0.1876,0.17841,0.178975,0.17793,0.195063,0.200942,0.19955,0.189426,0.179424,0.183362,0.196835,0.198845,0.179126,0.178286,0.178664,0.178934,0.177759,0.17688,0.178751,0.177934,0.181863,0.183512,0.177922,0.201348,0.177427,0.179298,0.177194,0.197777,0.202066,0.202198,0.183967,0.18452,0.196244,0.206098,0.201776,0.179772,0.178621,0.178345,0.178042,0.201776,0.1981,0.186661,0.180611,0.177341,0.180476,0.179936,0.178456,0.179141,0.178968,0.178394,0.177849,0.178058,0.178578,0.178466,0.197941,0.201209,0.196402,0.178142,0.181374,0.184026,0.20061,0.211027,0.194595,0.190424,0.191693,0.190918,0.181469,0.194129,0.20065,0.192152,0.19307,0.199036,0.199483,0.195561,0.179592,0.178004,0.17943,0.177064,0.183416,0.202649,0.204883,0.178589,0.184799,0.179464,0.203657,0.198156,0.206871,0.195632,0.195614,0.18648,0.196393,0.201861,0.200305,0.18164,
Size 2301000:,2301000,0.204816,0.198503,0.189367,0.20625,0.1985,0.205472,0.206515,0.209741,0.195387,0.195206,0.219258,0.214808,0.213081,0.208846,0.199611,0.210941,0.188048,0.204609,0.212057,0.211038,0.208512,0.190592,0.186557,0.189787,0.192505,0.20576,0.220417,0.212358,0.207837,0.192082,0.187942,0.189021,0.210306,0.215084,0.214583,0.190291,0.204482,0.190637,0.209379,0.219985,0.257487,0.225602,0.207165,0.199987,0.197024,0.198569,0.19388,0.193453,0.19558,0.206207,0.216503,0.197936,0.199862,0.205369,0.207769,0.198372,0.237051,0.21896,0.261825,0.219387,0.211285,0.185935,0.215043,0.611435,0.393697,0.250838,0.212939,0.189297,0.213626,0.232699,0.187184,0.188543,0.213285,0.209715,0.199444,0.186556,0.186602,0.227097,0.209982,0.21241,0.212589,0.226074,0.186651,0.186349,0.204864,0.225237,0.201444,0.217729,0.266755,0.233762,0.207974,0.2131,0.207364,0.235603,0.219113,0.221206,0.289154,0.185929,0.197946,0.212543,
Size 2401000:,2401000,0.208318,0.214931,0.217501,0.197452,0.195981,0.196117,0.195464,0.196887,0.19685,0.195994,0.195294,0.195353,0.195557,0.19703,0.196171,0.195234,0.195296,0.200511,0.195894,0.196707,0.1969,0.198039,0.196415,0.194747,0.195457,0.196401,0.197257,0.196228,0.195537,0.19575,0.19592,0.19718,0.197315,0.195444,0.197137,0.196656,0.196935,0.196329,0.199125,0.19579,0.195407,0.19561,0.196514,0.195013,0.206018,0.197572,0.196374,0.195159,0.196181,0.197465,0.195992,0.195291,0.195642,0.196377,0.19789,0.196828,0.195541,0.196266,0.196547,0.201263,0.195375,0.195211,0.195578,0.196429,0.197549,0.195693,0.195612,0.195676,0.196022,0.196634,0.195644,0.195699,0.197092,0.196903,0.196767,0.195935,0.196053,0.197042,0.197069,0.1958,0.195363,0.196329,0.1962,0.198824,0.196126,0.19538,0.196593,0.197729,0.195707,0.19546,0.194546,0.196278,0.197137,0.195739,0.195388,0.204158,0.196495,0.19803,0.195716,0.196044,
Size 2501000:,2501000,0.206161,0.205518,0.204271,0.205207,0.213922,0.205767,0.203417,0.203394,0.205698,0.205414,0.205252,0.203778,0.203244,0.204232,0.206604,0.204933,0.20291,0.20397,0.210596,0.20585,0.205592,0.204825,0.204997,0.204806,0.20456,0.206328,0.205464,0.204798,0.208569,0.20386,0.204714,0.20582,0.204273,0.203986,0.203944,0.204794,0.205562,0.204859,0.211441,0.204448,0.210705,0.203645,0.206111,0.204659,0.205746,0.203394,0.204363,0.206382,0.205689,0.205127,0.204242,0.203992,0.205005,0.204742,0.206748,0.2156,0.203725,0.204785,0.204286,0.204915,0.204163,0.205799,0.204745,0.204386,0.207299,0.205243,0.206244,0.203603,0.205143,0.205788,0.204995,0.204933,0.204219,0.205303,0.205047,0.204613,0.204369,0.204851,0.204728,0.205537,0.204726,0.203071,0.20411,0.204652,0.203977,0.2033,0.205499,0.204233,0.20485,0.211083,0.204098,0.216566,0.205608,0.206316,0.20406,0.205429,0.205105,0.203926,0.204417,0.204408,
Size 2601000:,2601000,0.212659,0.212038,0.213967,0.213718,0.220895,0.211456,0.212925,0.247425,0.239718,0.296602,0.245405,0.26302,0.218398,0.221758,0.220204,0.218378,0.216126,0.213528,0.217546,0.217633,0.216853,0.213764,0.220672,0.214483,0.214616,0.217499,0.216633,0.217341,0.215336,0.214444,0.214078,0.326281,0.225323,0.215752,0.213978,0.214269,0.216508,0.21883,0.217863,0.215008,0.213588,0.21383,0.214796,0.21752,0.219524,0.217696,0.221748,0.257366,0.214653,0.21752,0.216068,0.216587,0.218671,0.217718,0.217225,0.219844,0.2174,0.213275,0.213323,0.216683,0.219566,0.220412,0.21676,0.213344,0.213075,0.214566,0.214742,0.217879,0.216963,0.217198,0.214458,0.213426,0.213988,0.214799,0.223121,0.216979,0.217382,0.216491,0.214424,0.225278,0.215505,0.21685,0.221355,0.223985,0.216976,0.218818,0.213227,0.214202,0.215752,0.217552,0.218794,0.220496,0.213702,0.214278,0.214915,0.214482,0.243766,0.221008,0.219154,0.216051,
Size 2701000:,2701000,0.224894,0.223543,0.227562,0.226961,0.225849,0.227559,0.225475,0.223727,0.223844,0.226192,0.224272,0.224405,0.227468,0.233176,0.225735,0.233849,0.228371,0.224182,0.224255,0.222609,0.231349,0.225913,0.223558,0.229206,0.22595,0.22522,0.226713,0.224914,0.222719,0.22525,0.223662,0.224705,0.225846,0.226095,0.227903,0.225127,0.225173,0.224826,0.224869,0.227146,0.225226,0.22529,0.224851,0.230232,0.226751,0.234364,0.232426,0.22684,0.223498,0.225177,0.224193,0.225947,0.224857,0.227944,0.225684,0.225233,0.231919,0.263456,0.225031,0.225115,0.224611,0.222492,0.226998,0.225918,0.225622,0.227331,0.230388,0.231186,0.225635,0.227719,0.226068,0.226134,0.225146,0.223767,0.246505,0.273716,0.260352,0.261092,0.25743,0.252014,0.250359,0.274825,0.249382,0.227558,0.225808,0.226547,0.226558,0.223923,0.228411,0.22601,0.226238,0.228114,0.22594,0.223825,0.226126,0.226018,0.225885,0.230217,0.224216,0.227735,
Size 2801000:,2801000,0.239598,0.235966,0.233761,0.238661,0.234617,0.232859,0.232098,0.233783,0.233591,0.232681,0.23293,0.232006,0.23367,0.237842,0.235118,0.233628,0.240446,0.23389,0.236338,0.234834,0.236429,0.233745,0.233477,0.234165,0.234356,0.237501,0.231706,0.236125,0.231932,0.232175,0.232661,0.235217,0.232904,0.235007,0.233395,0.235647,0.234726,0.235636,0.232417,0.234202,0.239408,0.233023,0.232843,0.24641,0.258164,0.257838,0.26962,0.267743,0.266192,0.262802,0.261741,0.259532,0.28194,0.268278,0.259785,0.257912,0.256543,0.256137,0.257772,0.255784,0.263575,0.261071,0.2592,0.258469,0.251556,0.256965,0.251973,0.252846,0.257455,0.253409,0.250816,0.250089,0.252598,0.251057,0.248363,0.251961,0.263797,0.253945,0.25089,0.251827,0.249818,0.250002,0.253121,0.247588,0.252644,0.255107,0.253061,0.2536,0.251074,0.253689,0.267765,0.4345,0.428711,0.474996,0.558637,0.261343,0.236057,0.242809,0.273562,0.238335,
Size 2901000:,2901000,0.245922,0.247229,0.256759,0.246034,0.302826,0.268585,0.275868,0.313521,0.245665,0.251313,0.25488,0.244692,0.258797,0.24425,0.247781,0.243685,0.244993,0.246378,0.259145,0.253646,0.245931,0.249843,0.244812,0.245198,0.25778,0.245783,0.248542,0.245702,0.267812,0.259353,0.272332,0.266164,0.262126,0.263306,0.262882,0.262384,0.271034,0.267875,0.267639,0.268591,0.265589,0.268172,0.268629,0.267744,0.262684,0.266399,0.26801,0.273344,0.271962,0.270174,0.269466,0.266607,0.2815,0.281136,0.271068,0.266879,0.266873,0.267172,0.273659,0.26582,0.262582,0.267957,0.265553,0.266902,0.267148,0.267233,0.269545,0.27271,0.268884,0.273481,0.269363,0.285048,0.313786,0.290921,0.27737,0.273895,0.273628,0.27791,0.267748,0.26213,0.265194,0.275198,0.265725,0.265592,0.266614,0.273259,0.268202,0.267279,0.273481,0.267167,0.264429,0.265932,0.276997,0.273497,0.27443,0.27342,0.267873,0.266273,0.267729,0.272607,
Size 3001000:,3001000,0.274957,0.26136,0.252305,0.254055,0.253908,0.253139,0.2667,0.25258,0.284409,0.258037,0.270414,0.258606,0.273889,0.260042,0.259675,0.260808,0.26096,0.258727,0.272214,0.258276,0.257803,0.258308,0.259303,0.257509,0.259539,0.260672,0.258965,0.25916,0.32868,0.266168,0.265012,0.267579,0.266073,0.264361,0.264402,0.268735,0.280396,0.310256,0.25668,0.267461,0.253926,0.258726,0.278421,0.262349,0.290236,0.264907,0.279398,0.281433,0.257025,0.254807,0.297048,0.26084,0.257069,0.256496,0.25746,0.314212,0.300465,0.261643,0.256534,0.25757,0.261447,0.261049,0.26006,0.260303,0.25825,0.263161,0.25744,0.259527,0.254797,0.259732,0.258943,0.259591,0.256785,0.255784,0.259438,0.262077,0.254707,0.253595,0.255314,0.254305,0.25752,0.259038,0.256507,0.254582,0.262918,0.260563,0.257452,0.253664,0.258157,0.266265,0.257122,0.258292,0.255197,0.258877,0.257006,0.258758,0.261379,0.256779,0.257111,0.255488,
Size 3101000:,3101000,0.289719,0.290665,0.287208,0.288902,0.289444,0.286453,0.289747,0.291742,0.292605,0.296447,0.294316,0.293716,0.287716,0.29048,0.288891,0.288306,0.291654,0.290461,0.291264,0.286877,0.288088,0.286272,0.287645,0.286042,0.285791,0.289769,0.294609,0.296461,0.288909,0.286444,0.285868,0.284678,0.284642,0.285454,0.288486,0.289165,0.285827,0.285446,0.285692,0.286356,0.288896,0.286149,0.288443,0.290082,0.289234,0.290599,0.291505,0.285362,0.286746,0.283795,0.286985,0.291013,0.283988,0.288237,0.287081,0.289205,0.284378,0.285631,0.284697,0.284403,0.289127,0.288682,0.28836,0.289795,0.285747,0.292089,0.289936,0.286518,0.282819,0.289419,0.290125,0.284925,0.29471,0.297301,0.290448,0.307689,0.295134,0.295031,0.34233,0.313893,0.302249,0.310144,0.311393,0.301283,0.295926,0.626859,0.672874,0.400934,0.3242,0.416654,0.449662,0.568586,0.390375,0.400029,0.37595,0.37443,0.370662,0.372431,0.382815,0.371606,
Size 3201000:,3201000,0.390976,0.401902,0.381885,0.387455,0.387745,0.390114,0.385831,0.385345,0.39596,0.382865,0.383869,0.383754,0.384671,0.388898,0.385794,0.390766,0.38493,0.376843,0.316588,0.305838,0.298855,0.299215,0.295035,0.342209,0.337535,0.365905,0.326095,0.306215,0.306325,0.299776,0.299219,0.311716,0.301759,0.305897,0.301222,0.298388,0.298324,0.298088,0.299544,0.296843,0.29866,0.302722,0.298545,0.300699,0.297942,0.299549,0.328899,0.334854,0.311096,0.307341,0.302771,0.300805,0.297838,0.298204,0.298962,0.29857,0.302966,0.29975,0.302559,0.303278,0.300089,0.301227,0.302024,0.301461,0.305207,0.299839,0.30152,0.305999,0.302476,0.298553,0.302007,0.300793,0.301747,0.299796,0.300223,0.300203,0.300169,0.299928,0.298745,0.298759,0.303681,0.305576,0.304107,0.298026,0.300449,0.298062,0.301835,0.298332,0.301345,0.305672,0.297633,0.297879,0.298597,0.298486,0.299651,0.299696,0.299568,0.303643,0.301247,0.302422,
Size 3301000:,3301000,0.308159,0.307828,0.307005,0.308488,0.310286,0.307627,0.307475,0.30941,0.307141,0.324831,0.313842,0.31102,0.310101,0.312114,0.307305,0.307773,0.308888,0.309142,0.308501,0.307844,0.307897,0.307219,0.30684,0.307145,0.305498,0.307137,0.313171,0.309594,0.306729,0.307434,0.30776,0.304689,0.308173,0.3079,0.310917,0.306093,0.30731,0.307602,0.307399,0.3077,0.307917,0.305952,0.312684,0.312199,0.306683,0.30883,0.307784,0.307378,0.308227,0.304089,0.307784,0.307991,0.310923,0.31015,0.30794,0.307149,0.308742,0.305189,0.312733,0.308812,0.307072,0.309693,0.308027,0.308121,0.308772,0.307291,0.308444,0.308458,0.307335,0.308208,0.30795,0.308535,0.30703,0.307149,0.309904,0.308841,0.308096,0.309555,0.307947,0.30742,0.30801,0.309497,0.308114,0.313489,0.308686,0.30781,0.304722,0.307549,0.308599,0.30836,0.306777,0.312212,0.313067,0.309112,0.308436,0.307472,0.305146,0.308451,0.306863,0.305942,
Size 3401000:,3401000,0.312031,0.312531,0.319542,0.319134,0.315593,0.318901,0.315645,0.316541,0.319651,0.314189,0.32131,0.319335,0.318138,0.319799,0.315069,0.319077,0.315853,0.310519,0.324098,0.319327,0.315302,0.318455,0.312974,0.313668,0.318328,0.313404,0.320106,0.315481,0.310122,0.316593,0.313212,0.314198,0.314405,0.315655,0.325019,0.334543,0.323892,0.312567,0.304129,0.302969,0.319936,0.317562,0.324617,0.316883,0.316242,0.31529,0.313456,0.31137,0.314814,0.313765,0.321434,0.316886,0.31565,0.317351,0.316197,0.31362,0.316079,0.312712,0.317181,0.31724,0.312591,0.316298,0.316318,0.313175,0.313268,0.313157,0.3253,0.317116,0.316134,0.317096,0.314334,0.316365,0.315139,0.314289,0.316881,0.3163,0.313732,0.316388,0.317625,0.317768,0.316381,0.314813,0.320942,0.316716,0.3164,0.318076,0.318818,0.327682,0.317032,0.31447,0.316859,0.316272,0.31815,0.31618,0.316416,0.317695,0.316039,0.318925,0.319396,0.319842,
Size 3501000:,3501000,0.33235,0.328858,0.328625,0.327999,0.329213,0.32859,0.327691,0.327226,0.327394,0.325429,0.327352,0.325637,0.327698,0.325581,0.324257,0.32536,0.326615,0.323752,0.326895,0.329947,0.329959,0.330764,0.330111,0.327792,0.333205,0.330584,0.329439,0.320811,0.328423,0.327248,0.324952,0.326517,0.329498,0.327724,0.327385,0.326905,0.327563,0.325261,0.326958,0.329183,0.324313,0.32598,0.33232,0.325528,0.325284,0.325579,0.324412,0.335813,0.326644,0.327253,0.326486,0.327177,0.327524,0.323278,0.327393,0.329936,0.326505,0.326536,0.326401,0.32594,0.326258,0.324002,0.328227,0.327616,0.330635,0.32659,0.325411,0.327302,0.326711,0.326961,0.331417,0.332577,0.325489,0.325715,0.32815,0.327105,0.323139,0.327513,0.327307,0.326943,0.328222,0.330623,0.329875,0.327259,0.327577,0.334474,0.32758,0.331156,0.327165,0.325472,0.328674,0.328416,0.328567,0.331535,0.328574,0.327384,0.32789,0.328183,0.327859,0.348554,
Size 3601000:,3601000,0.477309,0.352845,0.336012,0.42153,0.36877,0.333908,0.346281,0.340814,0.339947,0.335344,0.33762,0.346009,0.335006,0.335508,0.33743,0.334903,0.336275,0.334339,0.338014,0.341956,0.338671,0.339068,0.335626,0.358588,0.336235,0.329867,0.327219,0.328166,0.329185,0.323329,0.320484,0.326722,0.336379,0.327664,0.328749,0.326192,0.321999,0.327733,0.330488,0.3231,0.327055,0.325654,0.327449,0.324993,0.327407,0.321523,0.334863,0.326767,0.324244,0.327928,0.33053,0.328177,0.326731,0.325469,0.323515,0.344202,0.327198,0.327125,0.322656,0.31988,0.327927,0.328055,0.322796,0.32639,0.330779,0.332769,0.326731,0.326885,0.324621,0.336815,0.327881,0.326448,0.326652,0.326325,0.32658,0.325381,0.324127,0.326897,0.334405,0.32534,0.333471,0.326796,0.322575,0.328484,0.326907,0.323006,0.32681,0.33519,0.328501,0.322006,0.327127,0.32482,0.334817,0.327188,0.325011,0.330732,0.327159,0.325757,0.321551,0.326913,
Size 3701000:,3701000,0.374412,0.357354,0.337832,0.334905,0.335624,0.341208,0.343066,0.335539,0.335117,0.335243,0.338818,0.333798,0.33274,0.337913,0.345632,0.336302,0.337454,0.333688,0.331993,0.338097,0.338551,0.335672,0.336741,0.342946,0.3368,0.332949,0.33454,0.330599,0.343024,0.336271,0.3348,0.334395,0.340572,0.33313,0.340277,0.332473,0.337702,0.407304,0.390614,0.37716,0.370632,0.37464,0.361622,0.38813,0.344206,0.344286,0.331802,0.333531,0.335065,0.339892,0.33914,0.334876,0.335388,0.341167,0.342949,0.336657,0.334089,0.334971,0.349276,0.337302,0.34069,0.338024,0.342455,0.335928,0.34493,0.335312,0.334089,0.344698,0.339798,0.336538,0.336436,0.342248,0.337637,0.335594,0.334469,0.336069,0.340769,0.336972,0.336814,0.335691,0.346227,0.336573,0.343457,0.33633,0.338039,0.341061,0.336213,0.338553,0.336018,0.348283,0.337604,0.336764,0.336477,0.338388,0.339185,0.338386,0.333749,0.347854,0.407423,0.396581,
Size 3801000:,3801000,0.396887,0.362898,0.350474,0.345535,0.346771,0.354423,0.347802,0.347103,0.34457,0.356141,0.344483,0.347047,0.346672,0.355065,0.345546,0.365129,0.345544,0.347016,0.34677,0.346002,0.384764,0.71079,0.372653,0.350369,0.345017,0.351029,0.346091,0.346119,0.34502,0.348439,0.349655,0.344784,0.344033,0.342419,0.352862,0.349814,0.344867,0.343562,0.348321,0.342722,0.340975,0.343909,0.347935,0.348269,0.338279,0.34071,0.339694,0.354067,0.337304,0.352157,0.34821,0.347685,0.372796,0.36141,0.353801,0.352026,0.353786,0.354271,0.35575,0.357385,0.357152,0.350276,0.352837,0.357453,0.357452,0.349597,0.355574,0.354428,0.352768,0.350471,0.364977,0.355218,0.350611,0.354673,0.351027,0.355648,0.350484,0.353609,0.358642,0.351,0.355351,0.352056,0.353039,0.351612,0.355212,0.355037,0.352947,0.353958,0.355441,0.349063,0.351186,0.357274,0.364768,0.359986,0.356935,0.366409,0.351878,0.345611,0.34471,0.353718,
Size 3901000:,3901000,0.371721,0.394763,0.37549,0.356694,0.35577,0.352217,0.355295,0.356332,0.356319,0.369847,0.352694,0.358618,0.350284,0.350771,0.351309,0.369539,0.356847,0.357706,0.348686,0.359412,0.349926,0.357703,0.355145,0.36679,0.359362,0.356598,0.350716,0.349609,0.356494,0.361266,0.35723,0.353249,0.362357,0.352405,0.349434,0.349304,0.36374,0.352196,0.358555,0.348797,0.362568,0.366894,0.357093,0.388609,0.37678,0.363258,0.357555,0.357465,0.349638,0.357542,0.357174,0.349387,0.35498,0.362206,0.351288,0.380284,0.362775,0.370289,0.391011,0.366346,0.359172,0.369194,0.348882,0.350495,0.353045,0.369592,0.358641,0.349281,0.349738,0.354391,0.360178,0.35772,0.348433,0.354514,0.356386,0.349225,0.348898,0.353738,0.360806,0.3966,0.364205,0.358283,0.36771,0.350407,0.349915,0.358618,0.362981,0.355153,0.352975,0.349854,0.352863,0.3556,0.359287,0.348042,0.352607,0.356562,0.349984,0.358128,0.354389,0.360989,
Size 4001000:,4001000,0.373086,0.366715,0.385911,0.366613,0.358908,0.361095,0.369795,0.36237,0.367995,0.360039,0.359505,0.364247,0.35993,0.358706,0.360887,0.368711,0.373952,0.365345,0.359352,0.365619,0.359195,0.359454,0.363863,0.366072,0.360507,0.401836,0.41776,0.419812,0.414842,0.431261,0.466717,0.407777,0.429543,0.388202,0.372842,0.364297,0.365594,0.364009,0.372485,0.360722,0.364129,0.365798,0.368335,0.366069,0.362176,0.369216,0.370994,0.363974,0.365325,0.359727,0.377591,0.361865,0.363529,0.370375,0.378891,0.37019,0.374629,0.387504,0.405246,0.373293,0.367958,0.367969,0.38105,0.369404,0.370729,0.363079,0.373109,0.369913,0.368504,0.362803,0.38049,0.371961,0.369191,0.362322,0.377552,0.367565,0.364663,0.361033,0.367122,0.361307,0.364944,0.365984,0.369301,0.362263,0.365215,0.366723,0.364541,0.36788,0.36314,0.36229,0.367033,0.363989,0.364308,0.35987,0.368004,0.366456,0.363348,0.360619,0.361704,0.366693,
Size 4101000:,4101000,0.413743,0.427815,0.390731,0.375943,0.378545,0.374774,0.367464,0.368261,0.390859,0.376005,0.373394,0.370905,0.377473,0.375968,0.371316,0.374126,0.377207,0.378654,0.371852,0.370044,0.380376,0.42748,0.395232,0.364111,0.391728,0.37024,0.369034,0.367551,0.390923,0.379309,0.37,0.373586,0.385795,0.382113,0.438745,0.486908,0.425248,0.403683,0.387677,0.387442,0.388254,0.388154,0.386349,0.387361,0.38708,0.390412,0.384527,0.385369,0.458386,0.627263,0.43037,0.402338,0.389176,0.388213,0.388382,0.38692,0.387903,0.381625,0.386021,0.383447,0.389559,0.38785,0.387562,0.379761,0.383122,0.382646,0.383233,0.386282,0.386944,0.385843,0.381859,0.385528,0.387865,0.388098,0.381489,0.385332,0.382601,0.381492,0.382028,0.386786,0.38594,0.38073,0.38449,0.380452,0.389143,0.373152,0.397898,0.38881,0.392501,0.373337,0.3889,0.387255,0.388746,0.382427,0.385186,0.38277,0.378845,0.386132,0.382037,0.385842,
Size 4201000:,4201000,0.40728,0.396945,0.393531,0.393684,0.392115,0.393638,0.391905,0.396966,0.394376,0.397714,0.396126,0.395642,0.394099,0.392548,0.396049,0.395807,0.392144,0.392275,0.39725,0.395893,0.397066,0.397175,0.423623,0.402031,0.399477,0.392443,0.393523,0.397957,0.399365,0.398647,0.402977,0.396481,0.403042,0.396623,0.392974,0.392324,0.392151,0.391348,0.392922,0.390093,0.392198,0.390446,0.395395,0.395368,0.389034,0.397567,0.400423,0.391055,0.423981,0.400099,0.392293,0.391975,0.392286,0.391867,0.391968,0.39406,0.393179,0.392137,0.391577,0.391791,0.391375,0.39055,0.392023,0.390575,0.392082,0.387707,0.389248,0.387985,0.389224,0.397651,0.391339,0.391459,0.389166,0.389308,0.390115,0.392654,0.389097,0.389313,0.396364,0.389668,0.390715,0.388889,0.416511,0.40582,0.39864,0.393082,0.389844,0.410167,0.394393,0.381742,0.432369,0.409845,0.397481,0.394012,0.399548,0.39426,0.398807,0.399507,0.396465,0.399318,
Size 4301000:,4301000,0.540473,0.470271,0.427931,0.408898,0.403092,0.403413,0.404719,0.402215,0.399748,0.403042,0.40227,0.400449,0.399278,0.401206,0.411809,0.406667,0.400355,0.398047,0.403724,0.400023,0.401611,0.403012,0.404135,0.402515,0.401428,0.403617,0.410506,0.409024,0.408211,0.401222,0.400099,0.399477,0.402313,0.400148,0.404275,0.39912,0.399372,0.400467,0.402274,0.410143,0.409929,0.40323,0.400954,0.401426,0.405131,0.402344,0.406827,0.404936,0.402149,0.403561,0.415738,0.402077,0.408436,0.407892,0.40797,0.403717,0.401257,0.40241,0.403919,0.414257,0.409706,0.39578,0.390228,0.401878,0.391894,0.423685,0.41098,0.405997,0.409627,0.400922,0.403472,0.410897,0.405603,0.404511,0.402633,0.402247,0.402584,0.403793,0.400145,0.399135,0.404512,0.39899,0.397222,0.399217,0.400173,0.39989,0.396615,0.397444,0.400707,0.407796,0.403216,0.401265,0.397715,0.403483,0.39721,0.40044,0.404062,0.397073,0.400412,0.403063,
Size 4401000:,4401000,0.434609,0.417593,0.410919,0.409453,0.411272,0.412455,0.408554,0.413088,0.412835,0.416075,0.408349,0.407917,0.40918,0.407742,0.41129,0.409467,0.412667,0.408775,0.407728,0.409524,0.414177,0.418062,0.417803,0.409061,0.409911,0.41175,0.41116,0.410636,0.415091,0.410685,0.410663,0.412355,0.410955,0.412342,0.418487,0.41439,0.411838,0.419683,0.414483,0.415073,0.417408,0.425515,0.413419,0.415424,0.412535,0.41064,0.424879,0.418328,0.411475,0.414045,0.411291,0.409317,0.413552,0.434595,0.417224,0.411964,0.408947,0.410856,0.421631,0.410547,0.410353,0.412551,0.404968,0.411318,0.411882,0.410767,0.410187,0.40834,0.405694,0.408093,0.416837,0.410597,0.41155,0.407587,0.406054,0.40588,0.410674,0.410983,0.406461,0.41082,0.410122,0.407428,0.415511,0.412205,0.408533,0.409865,0.441406,0.411162,0.41318,0.410101,0.409789,0.411099,0.416532,0.412779,0.413869,0.419217,0.428811,0.415953,0.415025,0.41127,
Size 4501000:,4501000,0.531963,0.461049,0.445849,0.442547,0.43562,0.443915,0.443446,0.446873,0.437019,0.43717,0.438816,0.440122,0.450518,0.445953,0.440811,0.447399,0.436684,0.442557,0.445842,0.436811,0.448303,0.43597,0.434038,0.451331,0.448956,0.447336,0.444851,0.44494,0.439209,0.43731,0.435902,0.436971,0.440179,0.437685,0.450214,0.440168,0.43968,0.439524,0.431468,0.435735,0.44166,0.434202,0.431249,0.433337,0.432525,0.434911,0.438265,0.435465,0.435909,0.442169,0.436578,0.438172,0.43721,0.437509,0.437947,0.436327,0.435997,0.440021,0.435019,0.436788,0.437551,0.435317,0.434806,0.437742,0.434629,0.437342,0.43967,0.437354,0.438839,0.444833,0.443822,0.446711,0.451654,0.445864,0.441909,0.446053,0.442964,0.442999,0.447084,0.446214,0.454795,0.446343,0.542937,0.461663,0.449001,0.447027,0.446537,0.444434,0.447724,0.44761,0.450365,0.453723,0.448618,0.446694,0.449273,0.452194,0.448617,0.451914,0.448061,0.447641,
Size 4601000:,4601000,0.485173,0.455803,0.456293,0.45633,0.456068,0.453022,0.445009,0.447492,0.448584,0.451364,0.441063,0.435864,0.438448,0.437641,0.438376,0.43712,0.440067,0.437815,0.441852,0.440238,0.447451,0.44157,0.43884,0.438609,0.438457,0.436875,0.444423,0.443042,0.439233,0.436072,0.434141,0.439003,0.440539,0.444908,0.440493,0.441158,0.437292,0.436516,0.434554,0.434655,0.439977,0.434443,0.44227,0.446,0.4368,0.437276,0.43698,0.435087,0.44255,0.440992,0.44073,0.445522,0.436655,0.437264,0.444404,0.441627,0.438258,0.445355,0.438922,0.435952,0.476518,0.435747,0.435246,0.43748,0.437521,0.437098,0.441642,0.437817,0.430881,0.437333,0.430611,0.435788,0.438828,0.43433,0.433762,0.434164,0.43185,0.435539,0.443871,0.438736,0.432795,0.429867,0.432313,0.438106,0.435465,0.43854,0.436227,0.438574,0.439273,0.431753,0.437291,0.437175,0.435965,0.435802,0.439319,0.437106,0.460012,0.4384,0.438926,0.469088,
